Source,State,AgreeName,Address,Units,Active Units,FDH Activation Date,City,RE Assigned,ROE Executed Date,PAL Executed Date,RE Status,Closed Date,Closed Bucket,Closed Notes,Existing Fiber Provider,Off Hold/Exp Date,Notes,Management Company,Owner/Property Contact
TX Site Data,TX,Killeen_MDU_Palo Alto Apartments,1305 N 4TH ST UNIT 101 KILLEEN TX 76541,10,0,12/31/2024,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,"2/4/26 property is listed for sale. VM for Maria, sent ROE 2/19 VM and resent ROE. Since property is for sale, with ROE, can market as having fiber accessability.  3/3/26 VM. 3/9/26 closed",,"Address in the tax records is 108 E Dunn Ave Killeen. Rivera & Associates Realty Corp, 4601 Rolling Greene Dr, Wesley Chapel, FL 33543 Parcel # 147545"
TX Site Data,TX,Jarrell_MDU_Rock Terrace Apartments,13100 N INTERSTATE 35 UNIT 1 JARRELL TX 76537,12,0,5/21/2023,Jarrell,JB,,,Closed - Lost,,Other,,,,1/30 PM texted me and said that they no longer manage this property and that  it was just sold and they will be tearing it down and no one is currently living there.  1/29:  LM  and sent email for mocking bird management / mockingbirdmanagement.com / cngeorge@mockingbirdmanagement.com,Mocking Bird Management / 214-751-6160,No Costar contact / 254-939-8126 Bad #  214-751-6160
TX Site Data,TX,Killeen_MDU_Gray St North Apartments,1405 N GRAY ST UNIT 1 KILLEEN TX 76541,10,0,10/31/2024,Killeen,TF,,,Closed - Lost,46098,Not Interested,,,,"2/2/26 invalid #, unable to locate owner or PM contact info 2/18/26 tried new # provided for mangement company but woman who answered said they don't manage this property. 2/26/26 market provided new PM. 3/10/26 automated system, keep trying 3/13/26 emailed kaitlyn (411 e central tx expy) to see if she also managed this. 3/17/26 VM. closed",Lone Star Realty 254-699-7003 Just Off Post Apartments 254-634-7755 254-630-1199 2.10.26,Owner: SILEX I LLC. Parcel # 53692
TX Site Data,TX,Bridgeport_MDU_Federal Housing Administration,1508 COBB ST UNIT 1 BRIDGEPORT TX 76426,10,0,11/27/2024,Bridgeport,JB,,,Engaged,,,,,,3/3Sent Sherri COI to show our coverage of work.  2/18 Talked to Sherri Henderson she said Nextlink came and cut her gas line on install and needs assurance that we will pay for any damage.  Need to check contract to see if we include that or if we will include that in the future. 1/30 LM for Bridgeport Housing Authority, Bridgeport Housing Authority,No Costar contact  / Bridgeport Housing Authority- Butterfield Courts Apartments  / Sherry Henderson bha2710@outlook.com / 940-683-2710 / 20 units
TX Site Data,TX,Killeen_MDU_1610 N 8th St,1610 N 8TH ST UNIT 1 KILLEEN TX 76541,10,0,11/4/2024,Killeen,TF,,,Closed - Lost,46098,Not Interested,,,,"1/29/26 spoke with Victoria, sent ROE. She'll review with owner. 2/19 spoke, resent ROE with corrected email. 3/9/26 VM 3/17/26 called. Closed","254-432-8355, 254-394-0958 Victoria Rios, Office Manager 3SummerLLC@gmail.com","3 Summers LLC, c/o David & Ania Lomas 254-634-6932. Parcel #34089"
TX Site Data,TX,Bridgeport_MDU_Edgewood Apartments,1702 EDGEWOOD DR UNIT A BRIDGEPORT TX 76426,20,0,7/31/2024,Bridgeport,JB,,,Proposal Sent,,,,,,3/3 sent Karl follow up email. No response yet from him.  2/25:  followed up with Karl no response. 2/17 follow up email sent to Karl2/10 spoke to PM said Karl is out of town and she will bring it up at next meeting / call back late next week.2/2: LM for Stacy she gave message to owner Karl.  Sent Karl intro email,Karl Klement Properties 940-627-6362,"Klement Distribution, Inc, 3271 S highway 287, Decatur, TX 76234 c/o Karl Klent 940-393-8038o, 940-627-6362m / leasing@klement-properties.com"
TX Site Data,TX,Killeen_MDU_1711 Mulford St,1711 MULFORD ST UNIT 1 KILLEEN TX 76541,14,0,11/4/2024,Killeen,TF,,,Closed - Market Reviewed,46079,Contact Info,market unable to locate owner/PM info,,,2/6/26 leasing # didn't work. No contact info for owner or PM. 2/26/26 local support wasn't able to provide additional information,512-804-6887 C & M apartments ,"Parcel 17367.  GAMBOA, RODOLFO ETUX MARTHA, 1047 ECHO BLF, SAN ANTONIO, TX 78245 (10/2005)"
TX Site Data,TX,Killeen_MDU_Twin Apartments,1808 N 8TH ST UNIT A KILLEEN TX 76541,16,0,11/4/2024,Killeen,TF,,,Research Required,,,,,,"2/4/26 VM for shawn, sent ROE. Assesor has Manilla as owner 2/25/26 leasing # doesn't work. Need local support for PM/owner contact #",sign on building 634-1941,"11/2025 Manila Investments, LLC c/o Iryn Agabon, 2554 W Courtland St, Orange, CA 92867 714-206-6478. Parcel #72080  Sierra Killeen Partners LLC ?(12/25) Sean Robinson 972-877-7659 shawn@gci.net"
TX Site Data,TX,Killeen_MDU_1809 Nathan Dr,1809 NATHAN DR UNIT A KILLEEN TX 76541,10,0,9/14/2023,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,2/10/2026 VM for Dave 2/26/26 VM 3/5/26 VM 3/9/26 closed,,"No Costar contact /  Owner: CENTEX VALUE ADD ONE LLC c/o Dave Ottley 512-590-3990, 5900 BALCONES DR STE 100, AUSTIN, TX 78731 Parcel # 14445"
TX Site Data,TX,Killeen_MDU_Dugger Apts,1813 NATHAN DR UNIT 1 KILLEEN TX 76541,10,0,9/14/2023,Killeen,TF,,,Closed - Lost,46080,Not Interested,,,,1/30/26 owner # disconnected. Unable to locate other owner/PM/leasing info for the property 2/18/26 spoke then he hung up. left VM asking for email address.,,"Froylan Ortiz 1108 Stafford St, Dallas, TX 75208 682-831-9805  214-934-3609 or 214-213-8733  2.10.26"
TX Site Data,TX,Killeen_MDU_191 N 1th St,1901 N 10TH ST UNIT 1 KILLEEN TX 76541,12,0,11/4/2024,Killeen,TF,,,Research Required,,,,,,"2/2/26 Morris confirmed they were PM. Sent ROE to Amy 2/6/26 resent email 2/17/26 No longer PM 2/24/26 tried new PM, they don't manage property, need PM/owner contact info",254-618-5060Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.comNow Gold Medal Prop Mgmt 254-213-2131? info@goldmedalrentals.com,"Killeen 10th St LLC 213 Kettleman Ln N, Austin TX 78717512-246-7579, Owner (2/2023) 1901 Killeen LLC"
TX Site Data,TX,Taylor_MDU_Dahlberg,200 DAHLBERG BLVD UNIT 1 TAYLOR TX 76574,10,0,12/26/2025,Taylor,JB,,,Closed - Market Reviewed,46079,Contact Info,unable to locate owner/PM info,,,1/30 scrubbed apn and google and have not found a contact #,,no Costar contact / No contact found on scrub
TX Site Data,TX,Killeen_MDU_Triple M Rentals,2003 E VETERANS MEMORIAL BLVD UNIT 1 KILLEEN TX 76541,12,0,9/14/2023,Killeen,TF,,,Closed - Lost,46104,Not Interested,,,,"parcel address is 2103 E and includes 2003 units. 2/10.26 VM for Triple M. Spoke with Donald. Said low income tenants but if no cost, he'll sign. Sent ROE 2/19 spoke, he's not feeling well. will check his email later to confirm if he got it. 3/5 VM. 3/17/26 VM 3/23/26 tried calling, closed",,"Parcel  #77878 address: 2103. Triple M Rentals 254-458-1074 (Donald Myers - James is nephew) DMYERS4847@yahoo.com Owner Name: LAWHUN, JAMES ETAL, 2519 LEVY CROSSING, NOLANVILLE, TX 76559"
TX Site Data,TX,Killeen_MDU_201 W Green Ave,201 W GREEN AVE UNIT 1 KILLEEN TX 76541,10,0,12/31/2024,Killeen,TF,46065,,Completed,,,,,,"2/11/26 found current listing by Morris. Spoke with Amy, sent ROE",Morris Real Estate 254-634-8852 (2/2026 rental listing),Parcel 127807. 201 W Green Avenue LLC (2/2025) 
TX Site Data,TX,Killeen_MDU_204 E Harrison Ave,204 E HARRISON AVE UNIT 1 KILLEEN TX 76541,10,0,10/31/2024,Killeen,TF,,,Research Required,,,,,,"Address AKA: 1800 N 4th St. 1/29/26 VM for Bobby, sent ROE 1/30/26 emailed bounced back 2/25/26 need owner/PM contact info",,"Dream House Properties LLC c/o Bobby Meadows 210-655-9484o, 210-508-4658m bgm@iamerica.net  Parcel #21967"
TX Site Data,TX,Taylor_MDU_Vance Apartments,205 W 9TH ST UNIT 1 TAYLOR TX 76574,12,0,3/26/2024,Taylor,JB,46056,,Completed,,,,,,2/3 owner signed ROE.  2/2: TF sent docusign ROE. Spoke to Wanye Naul  who asked for the docusign to be sent to him for signature,,no Costar contact / Wayne Nual 512-626-2062 / gwnaul@att.net / Actual address is 900 Vance Street / APN R016103
TX Site Data,TX,Killeen_MDU_209 E Dean Ave,209 E DEAN AVE UNIT 1 KILLEEN TX 76541,10,0,10/31/2024,Killeen,TF,46065,,Completed,,,,,,"2/2/26 confirmed PM. Sent ROE. 2/6/26 resent email 2/11/26 spoke, she has the docs and will get to them",Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.com,"no Costar contact/ 209-698-1754 Owner Name: VEKASO LLC, 14374 EASTWICK CT, FRISCO, TX 75035"
TX Site Data,TX,Taylor_MDU_Tejas Apartments,2106 HOLLY SPRINGS DR UNIT 1 TAYLOR TX 76574,18,0,12/30/2025,Taylor,JB,,,Assigned FiberFirst,46085,,,,,"2/10 LM for Diane 2/6 Left Diane message to see if she signed the ROE. 2/2  TF sent docusign. Spoke to Dianne Pitts she is interested in service here the internet with spectrum isnt good.  Sending her ROE.  She also said her business would love service at 604 East Lake Drive, Taylor TX. check to see if we can get it there.  She said neighboring business would also like service. ",,no Costar contact/ Tejas Apartments 512-365-6400 / Dianne Pitts / diannepitts@gmail.com / 
TX Site Data,TX,Taylor_MDU_Sunny Lane Apartments,2700 SUNNY LN UNIT 1 TAYLOR TX 76574,24,0,3/26/2024,Taylor,JB,,,Closed - Market Reviewed,,Contact Info,,,,3/3 LM no response yet from owner. 2/18 follow up text / 2/10 Texted Brandon Sparks 2/2 LM2/3 LM for Brandon Sparks,Polarity 512-399-0737,"3 owners: DV Sunny LN MFAP LLC, AKM LN MFAP LLC & Zerodb LLC c/o Anthony Garrant 512-779-6744, agarrant@yahoo.com, Dustin Kohn 512-589-4754 dustykohn@gmsail.com, Brandon Sparks 512-796-4569 brandon@bartoncreeklending.com"
TX Site Data,TX,HARKER HEIGHTS_MDU_Cedar_Knob_RD MHP,2913 CEDAR KNOB RD UNIT 2 HARKER HEIGHTS TX 76548,21,0,8/1/2024,HARKER HEIGHTS,JB,,,Closed - Market Reviewed,,Contact Info,,,,,,Guy Gordon Hilliard - no number found
TX Site Data,TX,Killeen_MDU_305-307 Blair St,305 BLAIR ST KILLEEN TX 76541,11,0,11/27/2024,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,"1/29/26 spoke with Brian, emailed ROE 2/19/26 resent ROE 3/5/26 VM 3/9/26 closed",,"Brian & Colleen Brehm 714-692-1884, 714-928-5790 brianscustomflooring@gmail.com Parcel 55409"
TX Site Data,TX,Mineral Wells_MDU_305-309 NW 4th St Apartments,305 NW 4TH ST UNIT 1 MINERAL WELLS TX 76067,12,0,3/31/2024,Mineral Wells,JB,,,Assigned FiberFirst,,,,,,3/4 spoke to property manager they said they wait until a tenant orders service to sign any right of entry forms.  This should be followed up with Fiber First to engage tenant interest. 2/17 Re emailed Macy.  2/10 LM for front desk / Macy not available / re sent email.2/3Sent email and sample ROE to Macy. Spoke to contact at nix rental homes said to send email to Macy who runs the company.  The own alot of rentals.,macy@nixrentalhomes.com / ,"NSC Properties, LP c/o Randy Nix 940-325-0061"
TX Site Data,TX,Killeen_MDU_Townshires Apartments,308 18TH ST UNIT 1 KILLEEN TX 76541,22,0,6/28/2024,Killeen,TF,,,Closed - Lost,46090,Not Interested,,,,"2/6/2026 leasing # VM not set up, can't LM. Spoke with Chukwudi, emailed ROE 2/25 VM, sent text RE email address correct? 3/6/26 VM 3/9/26 closed",leasing: 281-299-6359,"Parcel ID 7200.   516-491-1755 V & C PROPERTIES LLC, c/o Chukwudi Eke 516-491-1755 chukseke2@yahoo.com 3 REGENTS PARK, SUGAR LAND, TX 77479"
TX Site Data,TX,Killeen_MDU_308 N 14th St,308 N 14TH ST UNIT 1 KILLEEN TX 76541,17,0,6/28/2024,Killeen,TF,,,Closed - Lost,46098,Not Interested,,,,"1/30/26 VM for Robert, sent ROE 2/18/26 updated ownership info 2/25/26 obtained leasing contact. tried PM, spoke, ESL, got email, sent ROE 3/13/26 VM 3/17/26 called. closed",Ms. Dong Shin 254-444-3199. DHshin2003@gmail.com  leasing: 254-312-9460 or Donna Miller/DKS properties 254-371-3018 donnakimmiller@gmail.com,"Owner (6/2019) : Kate Junghee Suh. Parcel # 95765. RGWG Metroplex Investments LP, c/o Robert Girling 512-423-0362m, 512-480-9440 rgirling@gmail.com"
TX Site Data,TX,Killeen_MDU_Tee Top Apartments,310 N GILMER ST UNIT 1 KILLEEN TX 76541,16,0,11/27/2024,Killeen,TF,,,Proposal Sent,,,,,,"2/11/2026 spoke with PM Cari. Emailed ROE so she can discuss with owner. Got reply ""we can do it for $2k"" Sent request to VK. No answer",Passariello Management/Azzurri Management 254-245-9925 Cari Ferguson Azzurri.managementLLC@gmail.com,"Parcels: 114465, 114464, 114466. PFJN 2023 LLC (1/2024) c/o Passariello Management 605 N Gray St, Killeen, TX 76541. 254-245-9925"
TX Site Data,TX,Killeen_MDU_Magnolia Heights,310 S 10TH ST UNIT 1 KILLEEN TX 76541,16,0,8/4/2023,Killeen,TF,46094,,Completed,,,,,,"1/30/26 unable to identify owner contact info, PM or leasing #. 2/18/26 spoke to Manny, (also owns 813 Park) sent ROE. Network CX did damage his property but was all restored. 3/4 spoke, he'll call me back 3/13/emailed 2 ROE reminders",,"Emanuel & Chun Padilla 1107 S 6th St, Killeen, TX 76541 832-689-7676  254-423-8901 2.10.26 emauelpadilla210@yahoo.com"
TX Site Data,TX,Killeen_MDU_Laforce Apts,311 E BRYCE AVE UNIT 1 KILLEEN TX 76541,14,0,11/15/2023,Killeen,TF,,,Closed - Lost,46090,Not Interested,currently bank owned/repossesed,,,"2/6/2026 VM for Lopez. Spoke. foreclosed last year, now bank owned. text him the info and he'll share with the bank. wouldn't give me an email address. 2/26/26 VM 3/9/26 tried calling, closed out. Bank owned",internet included? Hacienda Texas Realty 254-466-0892  lopez andres,"Parcel 77906 734-245-0330 NEXT BRIDGE FUNDING LLC
"
TX Site Data,TX,BRIDGEPORT_SA01_FDH08_PA01,400 TURKEY CREEK TRL UNIT A BRIDGEPORT TX 76426,22,0,11/10/2025,BRIDGEPORT,JB,,46082,Completed,,,,,,2/18 Melissa at Fiber First currently negotiating. 2/10 Spoke to PM Anita who asked about door fees and rev share.  I told her we can go up to $200 / unit. She told me there are 24 units.  Sent intro email. 1/30 scrubbed apn and google and have not found a contact #,469-987-2778,Possibly Creekside Apartments 469-987-2778 / Anita / manager@creeksidebrigeport.com
TX Site Data,TX,KILLEEN_MDU_MCG_Homestead_Rentals,401 ROOT AVE UNIT 1 KILLEEN TX 76541,24,0,11/27/2024,KILLEEN,TF,,,Closed - Lost,46111,Not Interested,,,,"parcel includes 401 & 405 addresses 2/11/26 spoke with Sara, said to send info to Lisa an they will evaluate with the owner. 2/27/26 LM, resent ROE and inquired about 103 W Dunn. 3/19/26 LM  3/30/26 closed","MCG Homestead Rentals 254-415-7480. Sara Harrison PM, Lisa McGaughey, owner. Lisa@MCGhomestead.com","Parcel #28030. Russel L Davis, 4104 Broken Arrow Dr, Harker Heights, TX 76548 254-681-4219 (1/2021) Tuxify Investments LLC"
TX Site Data,TX,BRIDGEPORT_SA01_FDH08_PA02,401 TURKEY CREEK TRL UNIT 101 BRIDGEPORT TX 76426,24,0,11/10/2025,BRIDGEPORT,JB,,46082,Completed,,,,,,2/18 Same address as Creekside apartments / Melissa at Fiber First already in negociations. 2/4 LM for VM  / Dont know if its the correct # no ID ,,Same as above location / 400 Turkey Creek Trail / Creekside Apartments / 
TX Site Data,TX,Killeen_MDU_400-404 Liberty St,402 LIBERTY ST UNIT 101 KILLEEN TX 76543,18,0,6/28/2024,Killeen,TF,,,Closed - Lost,46052,Not Interested,,,,1/30/26 LM w/ main for the PM. Stacey called back and said not interested before I even finished and hung up,creekwoodapts.net 254-699-8363 creekwoodapts@earthlink.net. Liberty Street.,Meadow Village apartments. no Costar contact / Owner: Urban Living Luxe V LLC. Parcel # 37284. Meadow Village
TX Site Data,TX,Killeen_MDU_12th Street Apartments,403 N 12TH ST UNIT 1 KILLEEN TX 76541,16,0,6/28/2024,Killeen,TF,,,Closed - Lost,46105,Not Interested,,,,"2/10/26 VM on main requesting property PM. 3/5 found new owner contact, left VM for Jeremy 3/16/26 VM 3/24/26 called. closed out.",Compass MF: PM/leasing 469-319-9686. ,"SR12 Killeen LLC (2/2023) c/o Monserrat Marcelli 254-447-7756 (9/2021) Parcel #42019 Jeremy A. Smith, Manager 817-697-7563m, 662-990-5198o "
TX Site Data,TX,Killeen_MDU_404 N 16th St,404 N 16TH ST UNIT 10 KILLEEN TX 76541,10,0,6/28/2024,Killeen,TF,,,Closed - Lost,46111,Not Interested,,,,"2/3/26 spoke w/ leasing, she gave me owner #. Left VM and sent ROE 3/16/26 VM 3/30/26 closed",leasing: 352-316-7828,"no Costar contact /  203-936-7368. Barukh Atah LLC, (Dr. Barukh Rohde) 6113 Palm Cir, Austin, TX 78741 Parcel #67198 FortHoodLLC@gmail.com"
TX Site Data,TX,Killeen_MDU_Summit Heights Apts,411 E CENTRAL TEXAS EXPY UNIT 1 KILLEEN TX 76541,23,0,3/31/2023,Killeen,TF,,,Closed - Lost,46111,Not Interested,,,,"1/30/26 spoke w/ kaitlynn, sent ROE, she'll discuss with her manager 2/26/26 automated system, stuck on hold. try again 3/10/26 tried calling, resent ROE and asked about 1405 N Gray St property. 3/24/26 LM 3/30/26 closed",Lone Star Realty 254-699-7003. Kaitlynn Bailey kaitlynn@lonestarrealty.net,Middles Investment Group LLC c/o Erwin Raphael 248-393-5700 erwin_raphael@yahoo.com
TX Site Data,TX,Killeen_MDU_Crescent Apts,4110 LAKE RD UNIT 1 KILLEEN TX 76543,14,0,12/31/2022,Killeen,TF,,,Closed - Lost,46052,Not Interested,,,,1/30/26 spoke w/ PM Stacy about this and 402 Liberty (Meadow Village Apts). she cut me off with Not Intrested and hung up.,Crescent Apt 254-699-8363,"no Costar contact/  Owner Name: URBAN LIVING LUXE V LLC
Mailing Address: 34145 PACIFIC COAST HIGHWAY NO 752
Mailing Address City: DANA POINT, CA 92629
Mailing Address State: CA
Mailing Address Zip: 92629"
TX Site Data,TX,Killeen_MDU_414 E Avenue A,414 E AVENUE A UNIT 100 KILLEEN TX 76541,14,0,12/30/2024,Killeen,TF,,,Closed - Lost,46104,Not Interested,,,,"2/12/2026 Management company # just rang. VM for Sripriya. 2/27/26 VM on leasing # for PM. 3/6/26 VM 3/9/26 spoke, got email, sent ROE. concerned about CX, offered to have tech meet on site 3/17/26 VM, resent ROE 3/23/26 closed - no response from owner",leasing 254-220-4340,"Parcel # 93381. (11/2024) SRIPRIYA SANTHANAM 512-284-7716m / 718-748-1830h Owner: PVNRE LLC, 8500 DEL MESA LN, AUSTIN, TX 78759 PSANT@PVNearth.com"
TX Site Data,TX,Killeen_MDU_425 N Gilmer St,425 N GILMER ST UNIT 1 KILLEEN TX 76541,12,0,11/27/2024,Killeen,TF,46065,,Completed,,,,,,2/2/26 confirming same PM as other killeen properties. Sent ROE 2/6/26 resent email 2/11/26 spoke w/ amy. she will get to the docs ,Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.com,"no Costar contact / Elom Tsogbe 512-659-6902 / 512-385-8198 Owner Name: GILLMERKILLEEN LLC
Mailing Address: 1905 BANDERA CV
Mailing Address City: ROUND ROCK, TX 78665"
TX Site Data,TX,Killeen_MDU_5 W Rancier Ave,500 W RANCIER AVE BLDG 2 KILLEEN TX 76541,13,0,11/27/2024,Killeen,TF,46071,46082,Completed,,,,,,"2/11/26 spoke with Bryan, interested in FF property service agreement. sent ROE w/ FF contact info and copied PM.","Karen Keys, 254-702-9991 kkeysbroker@gmail.com","Parcel # 99431 (9/2022) K & B Rentals Rancier LLC, 1845 Lynx Ter, Chula Vista, CA 91915-2782 c/o Bryan Harb 619-887-6391"
TX Site Data,TX,KILLEEN_MDU_505 UTAH ST,505 UTAH ST UNIT 1 KILLEEN TX 76541,14,0,11/27/2024,KILLEEN,TF,,,Closed - Lost,46086,Not Interested,,,,"1/30/26 unable to identify owner contact info, PM or leasing #. 2/18/26 spoke w/ Wanda. She'll have her PM call me. 2/27/26 spoke, she told her PM to call me. emphasized this isn't a sales request. Was quick to get me off the phone 3/5/26 VM",,"Alex Peterson, 6590 SW Fallbrook Pl, Beaverton, OR 97008. as of 6/2024 - Wanda & Jose Juan Ortiz, 1913 Herndon Dr, Killeen, TX 76543  254-290-1926  2.10.26 "
TX Site Data,TX,Harker Heights_MDU_506-508 E Beeline Ln,506 E BEELINE LN UNIT 1 HARKER HEIGHTS TX 76548,16,0,7/19/2023,Harker Heights,JB,,,Closed - Lost,,Not Interested,Owner rejected ,,,2/17 PM emailed back saying owner had no interest.  I offered the $250 per door bonus.  No response.  /10 called JWC they manage the property. Fiber First may have to have tenant interest first before they are wiling to pre-authorize.   2/3 Told to call back ERA property management,JWC Property Management,"no Costar contact / 254-702-6309 / f q/ 254-526-5921// michelle@jwcrentals.com Owner Name: CHTAY, LENA J ETAL
Mailing Address: C/I ZIP CAR WASH 102 RODEO CIR
Mailing Address City: HARKER HEIGHTS, TX 76548
"
TX Site Data,TX,Killeen_MDU_Gilmer Street Apartments,507 N GILMER ST UNIT 10 KILLEEN TX 76541,18,0,11/27/2024,Killeen,TF,,,Closed - Lost,46086,Not Interested,,,,"1/29/26 VM for Fayez incorrect email so texted for updated address. Spoke- asked what protection he gets from the utility company, he doesn't trust any company. Doesn't want $$. Maybe a COI? Provided new email, he'll review with his attorney. 2/6/26 VM/email confirming can issue COI for his property. 2/25 VM 2/27/26 recent ROE",,"Skylite Investment Group LLC, c/o Fayez (fy-uh) Shantanu 858-945-4738 fayez.shantanu@yahoo.com. SkyliteInvestmentGroup@outlook.com. Parcel #133026"
TX Site Data,TX,Killeen_MDU_511 N Gilmer & 512 Wyoming St,511 N GILMER ST KILLEEN TX 76541,14,0,11/27/2024,Killeen,TF,46072,,Completed,,,,,,"2/2/2026 VM for Hannah 2/19/26 Sent ROE, she emailed ROE back. Upload into IronClad?",,"No Costar contact / 864-978-2842 / 512-840-1475 512-410-9737m, Owner Name: HANNAH MICKEY (Mendoza), 8509 SILVERTHORNE ST, AUSTIN, TX 78744 hannah@hmmrealestate.com "
TX Site Data,TX,Killeen_MDU_601 Harbour Ave,601 HARBOUR AVE UNIT 101 KILLEEN TX 76541,18,0,6/28/2024,Killeen,TF,46065,,Completed,,,,,,"2/2/26 called for PM, she's out but it's Amy Millsap. Same as 1006 N 4th st. Send ROE 2/6/26 followup email 2/11/26 spoke w/Amy. she'll get to the ROE later this week",Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.com,"No Costar contact / Harbour Apts. Parcel - 51685 Owner: Red Bird Properties LLC, 635 Riverside Dr, Killeen, TX 76542"
TX Site Data,TX,KILLEEN_MDU_601_SE_13th_AVE_Mobile_Park,601 SE 13TH AVE UNIT 1 MINERAL WELLS TX 76067,20,0,3/31/2024,Mineral Wells,JB,,,Closed - Market Reviewed,,Contact Info,,,,2/25/:  Asssigned to market no LL response2/18 LM 2/9 LM,,No Costar contact / Widner Mobile Home Park 940-325-2668
TX Site Data,TX,Killeen_MDU_602 N 2nd St,602 N 2ND ST UNIT 1A KILLEEN TX 76541,16,0,12/31/2024,Killeen,TF,46065,,Completed,,,,,,2/2/26 confirming same PM as other killeen properties. sent ROE 2/6/26 follow up email 2/11/26 spoke w/ amy she'll get to the ROE this week,Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.com,"Iges Investments LP, c/o Renee Girling 512-423-0362"
TX Site Data,TX,Killeen_MDU_Downtown Manor,603 HALL AVE UNIT 101 KILLEEN TX 76541,16,0,6/28/2024,Killeen,TF,46056,,Completed,,,,,,"1/29/26 VM, sent ROE. 2/7 - Owner said Box can be placed on the back of the building and fiber distributed to each apartment from the hallway. Don't drill through the exterior walls. 2/9/10 emailed that his contact info added to property file so that technician can discuss wiring plan. Provided details to Suved and MDU team.",,Hemant K Joshi  254-218-3665 hkjoshi@gmil.com. Parcel 35250
TX Site Data,TX,Killeen_MDU_605-607 Atkinson Ave,605 ATKINSON AVE UNIT 1 KILLEEN TX 76541,24,0,6/28/2024,Killeen,TF,,,Closed - Lost,46086,Not Interested,,,,"2/3/26 owner # invalid. Unable to locate owner or PM contact info 2/18 spoke w/ ms. molallgn. she was driving said to text her and she'll respond w/ email. 2/27/26 spoke, resent text for email. 3/5 VM",,Parcel # 33205  Melaku Teketel & Tigist Molallgn 515-550-1273  512-571-8849  2.10.26
TX Site Data,TX,Killeen_MDU_The Links Apts,610 1/2 N 10TH ST UNIT A KILLEEN TX 76541,22,0,6/28/2024,Killeen,TF,46094,,Completed,,,,,,"610 N 10th is also on this property 2/3/26 VM 2/25/26 VM for Michael for PM/owner info 3/3/got text w/ email. send ROE 3/13 VM, spoke - he signed 3/3. Sent Sonny reminder to sign.",leasing: Michael Willis 202-534-6694 texasrentallist@gmail.com,(6/2023) Jackay Property Holding c/o Pranavn Sinmayanandan 661-607-9990
TX Site Data,TX,Killeen_MDU_Stringer St Apts,613 STRINGER ST UNIT 1 KILLEEN TX 76541,10,0,8/6/2023,Killeen,TF,46057,,Completed,,,,,,2/3/2026 spoke w/ Shawn (same PM as 1015 Parmer) Sent ROE and resent other email,Gold Medal Realty 254-213-2131. Soldiers of Real Estate 254-618-5140. Shawn,No Costar contact. Owner: Calabria Group LLC
TX Site Data,TX,Killeen_MDU_703 Gilmer Street Apartments,703 N GILMER ST UNIT 101 KILLEEN TX 76541,14,0,11/27/2024,Killeen,TF,46065,,Completed,,,,,,2/2/2026 emailed Amy the ROE 2/6/26 follow up,Leasing: Morris Real Estate  (254) 634-8852. Amy Millsap MorrisRealEstateKilleen@gmail.com (got ROE for 1066 N 4th St),No Costar contact. Parcel 6708. Owner Marketing Partners International Inc. 
TX Site Data,TX,Mineral Wells_MDU_707 NW 4TH AVE,707 NW 4TH AVE UNIT 1 MINERAL WELLS TX 76067,11,0,5/31/2024,Mineral Wells,JB,,,Closed - Market Reviewed,,,,,,2/25 assigned to market no LL response.2/11 LM 2/9 LM 2/4 called and LM,prestigemultifamilygroup.com / 817-945-8224,No Costar contact / Watermark Apartments 817-945-8224
TX Site Data,TX,Killeen_MDU_The Bungalows,710 E AVENUE G UNIT 1 KILLEEN TX 76541,15,0,10/20/2025,Killeen,TF,45761,,Completed,,,,,,On Niraj list as completed,"Lonestar Realty 254-699-7003. Leasing: David Jirasek 254-770-0996 x 104o, 254-770-0996m djirasek@ccim.net. Leasing # on building: 254-307-1090","Cinderella Properties LLC - 710 E Avenue G Series, PO Box 2045, Harker Heights, TX 76548-0045"
TX Site Data,TX,Killeen_MDU_75 W. Ave E Apartments,715 761ST TANK BATTALION AVE UNIT 1 KILLEEN TX 76541,19,0,1/22/2025,Killeen,TF,,,Closed - Lost,46078,Other,Not interested - low income tenants having trouble paying $400 rent so ordering fiber is unlikely,,,"AKA 715 W Avenue E. 1/29/26 VM on main for property PM, got call back. they no longer manage but gave me new PM info. LM for Eric, sent ROE. Spoke, he'll review w/ owner but said its low income property and tenants have trouble paying $400 rent, let alone ordering internet. 2/20/26 F/u with Eric, resent ROE 2/25/26 owner not interested","Goldstar RE 254-547-3170 goldstar-RE.com as of 1/2026: Anthem Rentals 254-0153, Eric Armstrong 254-781-2012 manager@anthemrentals.com","715 W Avenue E LLC c/o Rohan Joseph 972-404-7100 rjoseph@anterra.com. Owner as of 10/2022: 1302 Garth LLC, 2820 McKinnon St, Apt 2035, Dallas, TX 75201. Parcel # 33828"
